ticker,title,summary,publisher,link,publish_date,type,related_tickers,source,overall_sentiment_score,overall_sentiment_label
MDNDF,"Simons and Rodeo FX Unveil La Forêt des Merveilles, a Magical Holiday Experience in Old Quebec","QUEBEC CITY, Nov. 22, 2024 /CNW/ - Simons is proud to announce an enchanting holiday experience that will transform its headquarters into a magical spectacle, designed and produced by Rodeo FX. This unique immersive show promises to captivate audiences of all ages from November 21 to December 31.",Benzinga,https://www.benzinga.com/pressreleases/24/11/n42139784/simons-and-rodeo-fx-unveil-la-for-t-des-merveilles-a-magical-holiday-experience-in-old-quebec,11/22/2024 15:08,"[{'topic': 'Financial Markets', 'relevance_score': '0.316726'}]",MDNDF,Alpha,0.539352,Bullish
"META, AILE","Faruqi & Faruqi Reminds iLearningEngines Investors of the Pending Class Action Lawsuit with a Lead Plaintiff Deadline of December 6, 2024 - AILE - iLearningEngines  ( NASDAQ:AILE ) ","Faruqi & Faruqi, LLP Securities Litigation Partner James ( Josh ) Wilson Encourages Investors Who Suffered Losses Exceeding $75,000 In iLearningEngines To Contact Him Directly To Discuss Their Options",Benzinga,https://www.benzinga.com/pressreleases/24/11/g42139742/faruqi-faruqi-reminds-ilearningengines-investors-of-the-pending-class-action-lawsuit-with-a-lead-p,11/22/2024 15:07,"[{'topic': 'Earnings', 'relevance_score': '0.980922'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}]","META, AILE",Alpha,0.173969,Somewhat-Bullish
"META, AILE","Faruqi & Faruqi Reminds iLearningEngines Investors of the Pending Class Action Lawsuit with a Lead Plaintiff Deadline of December 6, 2024 - AILE - iLearningEngines  ( NASDAQ:AILE ) ","Faruqi & Faruqi, LLP Securities Litigation Partner James ( Josh ) Wilson Encourages Investors Who Suffered Losses Exceeding $75,000 In iLearningEngines To Contact Him Directly To Discuss Their Options",Benzinga,https://www.benzinga.com/pressreleases/24/11/g42139743/faruqi-faruqi-reminds-ilearningengines-investors-of-the-pending-class-action-lawsuit-with-a-lead-p,11/22/2024 15:07,"[{'topic': 'Earnings', 'relevance_score': '0.980922'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}]","META, AILE",Alpha,0.173969,Somewhat-Bullish
"META, HUMA","Faruqi & Faruqi Reminds Humacyte Investors of the Pending Class Action Lawsuit with a Lead Plaintiff Deadline of January 17, 2025 - HUMA - Humacyte  ( NASDAQ:HUMA ) ","Faruqi & Faruqi, LLP Securities Litigation Partner James ( Josh ) Wilson Encourages Investors Who Suffered Losses Exceeding $75,000 In Humacyte To Contact Him Directly To Discuss Their Options",Benzinga,https://www.benzinga.com/pressreleases/24/11/g42139684/faruqi-faruqi-reminds-humacyte-investors-of-the-pending-class-action-lawsuit-with-a-lead-plaintiff,11/22/2024 15:04,"[{'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}]","META, HUMA",Alpha,0.12561,Neutral
"GS, ACM","Aecom Drives 'Higher Returns At Lower Risk,' Says Bullish Analyst - AECOM  ( NYSE:ACM ) ","Aecom ACM shares are trading up Friday, after gaining around 5% during the week. The company ""high-graded its portfolio"" by increasingly focusing on larger and more complex design projects, where it has the greatest competitive advantage, and is moving further towards program management and ...",Benzinga,https://www.benzinga.com/news/earnings/earnings-beats/24/11/42139670/aecom-drives-higher-returns-at-lower-risk-says-bullish-analyst,11/22/2024 15:03,"[{'topic': 'Finance', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]","GS, ACM",Alpha,0.281594,Somewhat-Bullish
DNSKF,"Danske Bank A/S, transactions by persons discharging managerial responsibilities",22 November ...,GlobeNewswire,https://www.globenewswire.com/news-release/2024/11/22/2986060/0/en/Danske-Bank-A-S-transactions-by-persons-discharging-managerial-responsibilities.html,11/22/2024 15:03,[],DNSKF,Alpha,0.145093,Neutral
IBEX,Insider Decision: Resource Group International Ltd Offloads $70.00M Worth Of IBEX Stock - IBEX  ( NASDAQ:IBEX ) ,"On November 21, a recent SEC filing unveiled that Resource Group International Ltd, Board Member at IBEX IBEX made an insider sell. What Happened: According to a Form 4 filing with the U.S. Securities and Exchange Commission on Thursday, Ltd sold 3,562,341 shares of IBEX. The total transaction ...",Benzinga,https://www.benzinga.com/insights/news/24/11/42139656/insider-decision-resource-group-international-ltd-offloads-70-00m-worth-of-ibex-stock,11/22/2024 15:02,"[{'topic': 'Earnings', 'relevance_score': '0.999763'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.989041'}]",IBEX,Alpha,0.285165,Somewhat-Bullish
CPRX,Catalyst Pharmaceuticals Insider Trades Send A Signal - Catalyst Pharmaceuticals  ( NASDAQ:CPRX ) ,"Disclosed on November 21, Patrick J McEnany, Director at Catalyst Pharmaceuticals CPRX, executed a substantial insider sell as per the latest SEC filing. What Happened: According to a Form 4 filing with the U.S. Securities and Exchange Commission on Thursday, McEnany sold 170,845 shares of ...",Benzinga,https://www.benzinga.com/insights/news/24/11/42139653/catalyst-pharmaceuticals-insider-trades-send-a-signal,11/22/2024 15:02,"[{'topic': 'Earnings', 'relevance_score': '0.993856'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.999186'}]",CPRX,Alpha,0.271954,Somewhat-Bullish
BLKB,Michael Gianoni Executes Sell Order: Offloads $2.37M In Blackbaud Stock - Blackbaud  ( NASDAQ:BLKB ) ,"Revealing a significant insider sell on November 21, Michael Gianoni, President and CEO at Blackbaud BLKB, as per the latest SEC filing. What Happened: A Form 4 filing with the U.S. Securities and Exchange Commission on Thursday outlined that Gianoni executed a sale of 28,571 shares of Blackbaud ...",Benzinga,https://www.benzinga.com/insights/news/24/11/42139650/michael-gianoni-executes-sell-order-offloads-2-37m-in-blackbaud-stock,11/22/2024 15:02,"[{'topic': 'Financial Markets', 'relevance_score': '0.995077'}, {'topic': 'Earnings', 'relevance_score': '0.996718'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",BLKB,Alpha,0.210699,Somewhat-Bullish
USLM,Timothy W Byrne Implements A Sell Strategy: Offloads $6.22M In United States Lime Stock - United States Lime  ( NASDAQ:USLM ) ,"It was reported on November 21, that Timothy W Byrne, President & CEO at United States Lime USLM executed a significant insider sell, according to an SEC filing. What Happened: Byrne opted to sell 44,215 shares of United States Lime, according to a Form 4 filing with the U.S.",Benzinga,https://www.benzinga.com/insights/news/24/11/42139649/timothy-w-byrne-implements-a-sell-strategy-offloads-6-22m-in-united-states-lime-stock,11/22/2024 15:02,"[{'topic': 'Earnings', 'relevance_score': '0.999346'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.99676'}]",USLM,Alpha,0.315451,Somewhat-Bullish
